"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Eastern and Western Europe (i.e., the EU28)","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0,5.255653333333333,5.255653333333333,5.255653333333333,5.053919670905853,5.255653333333333,5.3165521439132695,"",8.850120286904199,"",10.191497349669406,"",5.519125932688024,"",5.255653333333333
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Eastern and Western Europe (i.e., the EU28)","Secondary Energy|Electricity","EJ/yr","",13.25451434647772,13.185962461745392,14.043226201859726,15.48295953212764,16.61462524410469,18.95748200761541,22.193721474868106,24.55434930057786,26.93452624214002,30.68457149478277,34.645014213194514,"",43.57912055649227,"",45.082757353331615,"",46.88875124622165,"",51.02284630266675
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Eastern and Western Europe (i.e., the EU28)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",1322.044250244921,1311.760468368147,887.2313457639326,699.4678496846495,567.8157802541524,399.3903366154181,235.44570616472544,26.904253611697435,23.38366213078324,26.969403821128783,22.177915667088616,"",2.467404119678932,"",-9.030255217925856,"",-5.656323615471028,"",-5.255653333333333
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Pacific OECD","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0,0,0,0,0,0,0.6544377716437121,"",0,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Pacific OECD","Secondary Energy|Electricity","EJ/yr","",5.185006321911845,4.706393205177611,4.950348122174934,4.791329902286924,5.359417863162991,5.875917080848624,6.517474442179834,7.289726337912192,8.223797763810222,8.750998027205284,9.465283785282471,"",10.84847247429549,"",12.06003454360111,"",12.768478728014,"",12.21620923806335
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Pacific OECD","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",752.1836404491262,792.6208133686373,683.0138244766282,302.7422157845472,233.0064352617402,161.1621090999957,58.73507210196096,9.423702562108272,7.499176740318339,4.581218588397841,2.711092748567796,"",0,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0,0,0.4776321575130075,3.25399789103011,2.307064904641486,2.709173306265653,3.439526021206045,"",0,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia","Secondary Energy|Electricity","EJ/yr","",4.691733977362367,5.334776960655963,5.90743976862057,6.108309072753019,7.806125438642755,10.07687214789998,12.06268586556037,14.69952398158656,17.62826552240546,20.37011539302906,23.93936796348909,"",32.39355707602343,"",32.12234348805152,"",31.85393753902036,"",31.04670213414066
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",663.2879130489542,959.1493499341948,916.92444735892,389.2891458368272,181.5984262689698,145.1777263898415,10.89255550371797,8.026223524080908,5.597461873371429,2.271723727388529,0.9593318492238802,"",0,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of centrally-planned Asia; primarily China","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0,0.6915333333333338,1.341154193375101,0,14.81766160904858,24.36382335667464,18.43712479494599,"",0.8884789617869318,"",0.6915333333333333,"",0.6915333333333333,"",0.6915333333333333
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of centrally-planned Asia; primarily China","Secondary Energy|Electricity","EJ/yr","",15.58665169998216,21.05643124347011,28.49130570243727,29.70650865043298,34.0654428341195,39.76500700636233,44.9354250562175,49.25370134240103,53.83949283034029,59.07902237262246,63.00780382028155,"",70.71153922170218,"",67.7338606337668,"",64.37995451481783,"",60.8416164985159
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of centrally-planned Asia; primarily China","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",3007.400616478824,4529.594966642377,4961.590161110415,1857.745518562812,493.3664408092876,294.4231821938905,61.40831091317852,16.1335377967243,1.875404837022724,-16.42505707263288,-15.72757158251748,"",-0.6407395111934794,"",-0.6915333333333333,"",-0.6915333333333333,"",-0.6915333333333333
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of South Asia; primarily India","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of South Asia; primarily India","Secondary Energy|Electricity","EJ/yr","",4.136167677512196,5.706879697833529,7.118756264500188,8.061345081640965,10.76100439230124,15.23980662196503,20.38137704232938,25.95505325103349,29.96787104883271,34.8562235778794,40.29063078813909,"",53.91417814466847,"",72.94427029164325,"",87.50531035003961,"",94.88617679364006
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of South Asia; primarily India","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",667.6594715280577,1424.701756509432,1552.44212007769,722.5985472714266,281.3812127992259,65.01835252165336,3.855968543207882,2.916421069276928,1.827999114662666,1.275281862949319,0.0001311738819761,"",0,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Other countries of Asia","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Other countries of Asia","Secondary Energy|Electricity","EJ/yr","",4.795172755335361,5.380566260195469,6.499552201022949,7.491252240856491,8.739914395125336,10.29723020210448,12.55677757803722,15.73825024937484,18.55828087168829,21.34350523336298,24.84454832194866,"",34.22776523028168,"",35.0913638093294,"",35.72999288443388,"",39.35052015348661
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Other countries of Asia","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",897.3956707330815,840.5646067997286,977.107320624286,557.6348299152986,328.4743616122575,151.9833999505154,42.40778304573138,8.902123975969362,5.911643407720645,1.832030508869018,0.6641274111583378,"",0,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of Sub-Saharan Africa","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0,0,0,0,6.261992566962878,7.824727338091646,33.43838226474459,"",55.39067180586008,"",18.55224646205704,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of Sub-Saharan Africa","Secondary Energy|Electricity","EJ/yr","",1.395249516595227,1.483132597342833,1.999825427302076,2.096792300967061,3.073558872556277,4.609838636876706,6.616779881789837,9.766920028784533,13.42809579150381,18.10445965939205,23.21389162470038,"",40.28217828745015,"",64.56042085214766,"",95.31397015044163,"",125.3670028655133
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of Sub-Saharan Africa","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",300.4449784106388,339.4498699504234,358.3654723730989,67.09811841539297,52.81668056298857,51.28148921099958,23.59637430320078,13.52218463385897,13.14643667560164,12.2814597615196,-24.02836419657173,"",-112.3320347468516,"",-35.58932815200409,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0,0,0,0,0,0,0,"",0,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Secondary Energy|Electricity","EJ/yr","",4.029004112819885,5.089615517020417,6.496726177620073,7.977765947503701,8.823460470607296,11.21305830655605,14.46232380965718,18.93461723382578,23.64045609629352,28.58390984634836,34.71678115944328,"",50.00470747986706,"",62.3907794618624,"",67.10629846707384,"",71.96502033749945
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",533.9028280532568,780.0037862535054,745.90003821185,613.8482379863854,447.4077804464263,388.3039995961766,234.7157713264007,50.11752788208921,31.01411012581899,31.82317256760095,26.02208392782173,"",7.906176438253397,"",0,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity","Mt CO2/yr","",0,0,0,0,0,7.153055840533314,16.46637905987599,33.04624694878289,28.55849202023229,20.21537436850076,13.96554692891616,"",5.234560461557829,"",2.629710097764711,"",0,"",0
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Secondary Energy|Electricity","EJ/yr","",4.912707024088875,5.588361290114706,5.796653879590467,7.030236696105007,7.986312926627742,9.489101402012473,12.2410739750806,16.1608729767016,20.45875803658221,22.45866384611859,24.69429753903835,"",30.25302138072183,"",37.52802907831877,"",41.76210147844834,"",46.56153182993491
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_400f","Countries of Latin America and the Caribbean","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",297.8120743848725,390.6963022053458,315.6952751612207,184.1095514558456,94.41277575869076,45.12567561413361,11.08293120210359,-52.56235019771494,-92.68713085696184,-92.55091567343884,-84.36667275058585,"",-51.94685218889646,"",-7.685368223762513,"",0,"",0
"© AR6 Scenario Explorer and Database hosted by IIASA https://data.ece.iiasa.ac.at/ar6"
